4	7	6	3	6	4	1	1	8	7	9	1	
1	2	8	6	6	9	5	8	3	4	8	6	
3	3	5	10	9	6	4	3	3	9	7	2	
7	8	4	10	4	5	9	3	5	3	5	3	
3	9	5	1	8	4	3	3	8	9	10	10	
4	4	2	4	7	2	1	3	3	1	2	4	
10	5	2	6	2	3	5	10	4	3	3	3	
2	3	1	9	4	9	3	6	7	2	3	5	
5	3	7	4	10	1	1	1	8	1	10	9	
8	7	3	10	3	9	2	3	4	2	10	4	
3	4	8	3	3	1	4	7	1	4	6	10	
1	5	6	8	5	1	7	5	3	2	7	5	
7	6	7	8	7	8	10	8	2	10	2	3	
7	5	4	9	4	4	6	1	1	3	1	10	
1	8	2	9	5	2	3	4	7	6	5	8	
10	2	6	2	6	7	8	7	2	7	7	6	
7	5	3	10	7	3	9	8	10	8	2	6	
5	3	6	9	1	10	7	3	7	8	1	2	
1	2	5	2	8	6	2	4	4	5	8	3	
5	4	2	3	3	9	7	1	10	3	10	10	
6	1	1	4	3	7	7	9	2	8	9	1	
10	3	9	8	2	10	1	8	5	1	2	5	
7	6	6	5	7	8	10	1	3	4	3	8	
4	5	3	5	4	4	5	9	8	8	10	7	
4	6	6	7	9	6	8	2	10	8	3	2	
4	4	6	10	2	2	5	7	9	7	5	3	
10	8	3	3	3	8	3	1	8	8	10	4	
5	3	5	6	3	6	2	8	9	2	1	10	
9	4	5	10	2	6	6	10	8	7	7	10	
2	4	8	1	6	6	10	6	1	5	9	6	
3	2	4	9	6	4	3	3	7	6	9	10	
2	4	4	1	7	2	5	5	4	7	6	4	
9	4	6	9	8	9	1	6	1	4	3	2	
2	2	4	2	10	1	7	7	6	6	1	2	
5	3	8	2	4	5	4	2	3	4	8	7	
10	6	10	9	3	8	10	10	4	8	1	2	
5	5	6	1	2	10	6	8	2	4	7	6	
4	3	6	9	1	2	10	10	9	1	7	5	
3	7	3	2	8	1	2	8	8	1	8	2	
3	7	4	5	2	6	4	5	2	10	10	10	
9	6	9	6	5	2	6	4	1	7	6	9	
1	4	9	7	7	7	7	4	6	8	7	8	
6	8	4	7	10	8	1	6	4	4	4	6	
1	8	7	1	6	9	10	7	1	8	2	6	
4	6	5	6	9	8	4	8	3	6	2	10	
5	3	2	6	2	1	5	3	1	5	9	3	
7	6	6	1	3	4	3	1	2	10	9	6	
6	6	5	2	2	1	3	8	2	9	5	8	
3	4	8	8	9	10	2	7	6	9	7	9	
9	5	6	1	8	7	5	5	5	6	5	6	
4	6	7	7	1	4	4	2	8	3	6	10	
10	1	3	5	3	10	1	2	10	10	2	6	
10	1	5	4	9	10	5	10	7	1	7	10	
4	5	4	6	5	5	10	5	4	4	4	1	
2	10	6	5	1	8	6	5	3	4	5	9	
8	9	9	4	6	3	1	3	1	10	6	4	
9	8	8	5	2	2	6	6	8	3	5	5	
5	1	10	9	4	1	8	3	5	5	3	4	
8	2	6	1	10	6	4	5	1	4	3	10	
6	1	6	1	3	7	5	3	6	3	6	6	
9	5	2	7	8	1	10	10	6	7	4	9	
3	6	4	2	5	3	8	8	1	6	4	7	
2	7	1	5	7	3	9	1	8	10	8	7	
2	5	7	8	8	10	8	5	7	4	2	3	
7	9	4	9	3	3	9	9	1	6	9	4	
2	8	6	4	10	2	5	3	4	10	1	2	
3	9	2	6	3	10	7	4	6	8	9	2	
7	6	1	2	10	4	9	5	6	8	4	1	
7	2	7	2	3	10	6	5	6	1	3	1	
6	8	10	4	5	3	9	8	2	4	10	5	
1	8	8	9	5	1	10	8	2	9	6	6	
3	8	5	2	3	2	9	2	3	9	8	6	
3	1	5	10	7	9	4	4	3	3	2	7	
2	7	8	6	4	2	10	6	6	10	4	9	
7	5	1	3	2	1	1	7	9	8	5	4	
1	10	6	8	10	2	8	5	6	2	1	5	
6	7	8	4	7	1	10	6	6	7	2	1	
4	5	6	10	5	6	1	9	4	2	1	7	
7	4	4	3	2	9	7	4	6	3	8	4	
1	10	10	9	9	10	4	1	9	8	9	3	
6	2	4	6	10	3	4	9	2	3	10	5	
5	9	1	1	10	4	7	10	9	2	3	6	
10	6	8	6	10	3	8	9	4	6	1	8	
9	5	10	2	8	9	9	9	4	8	9	5	
10	10	4	7	3	8	10	8	6	4	6	7	
10	5	7	9	8	9	9	2	3	5	10	6	
6	9	2	9	3	8	1	4	4	8	8	4	
4	10	8	7	5	1	1	1	1	7	1	6	
4	9	2	2	8	4	5	3	5	1	7	4	
5	4	3	9	10	3	9	7	8	4	4	5	
8	2	6	6	5	4	8	5	6	5	3	1	
3	1	7	3	5	5	4	2	1	6	6	6	
6	9	2	6	9	2	10	2	4	10	10	5	
9	4	5	7	10	9	3	3	6	6	2	10	
6	5	2	9	10	1	9	7	7	10	7	4	
2	4	4	6	4	7	5	4	2	4	5	8	
5	5	2	8	6	9	6	7	7	8	10	6	
2	4	1	4	4	9	3	3	3	3	10	7	
8	7	9	4	7	4	7	2	10	4	7	2	
4	1	8	10	1	1	10	3	2	7	4	6	
6	2	4	10	2	9	8	4	2	10	4	8	
2	9	7	10	6	2	8	4	10	10	3	8	
1	3	7	1	5	10	5	4	2	6	8	3	
3	2	1	8	4	2	1	3	8	1	8	2	
6	6	8	2	1	8	10	10	8	1	3	4	
7	5	4	8	9	1	1	8	5	4	2	2	
6	1	4	4	2	3	3	5	3	9	2	3	
8	9	5	8	9	9	10	7	1	8	10	8	
9	4	10	6	9	7	6	8	7	9	2	6	
1	5	3	10	8	8	6	8	7	6	1	6	
4	5	9	5	2	2	8	4	1	6	3	6	
8	3	5	7	3	1	10	4	4	5	9	9	
7	1	5	5	7	4	1	3	8	6	1	8	
3	9	3	2	1	9	7	9	5	5	8	9	
9	9	3	6	7	1	10	5	1	10	4	6	
6	7	10	4	9	6	3	5	8	3	7	5	
5	2	2	5	10	4	8	6	10	7	7	10	
6	4	3	6	2	1	3	9	1	1	2	5	
8	10	4	2	2	3	10	3	4	1	6	1	
6	6	4	9	6	2	8	5	1	8	9	8	
4	7	6	4	5	2	5	4	9	10	5	1	
3	1	8	10	2	8	4	6	10	7	7	10	
4	1	6	10	2	6	4	4	6	6	9	2	
3	5	9	2	4	10	7	2	4	5	6	7	
10	7	3	3	7	2	1	2	9	4	4	9	
3	6	5	8	1	4	5	4	10	6	4	5	
3	6	7	3	5	4	9	3	4	10	9	2	
9	9	5	9	4	9	5	3	9	3	5	6	
7	1	7	5	2	2	6	1	4	9	8	6	
6	1	8	10	5	10	9	5	1	4	4	7	
3	8	10	6	2	5	5	9	2	1	6	5	
3	6	1	10	2	6	9	1	10	10	6	4	
1	9	1	8	6	5	4	8	10	6	9	3	
10	9	7	1	9	7	6	6	8	8	10	10	
3	10	2	2	6	4	1	2	7	4	8	5	
7	8	8	2	6	5	7	3	7	8	9	10	
2	8	1	4	3	8	9	4	3	4	3	6	
1	5	6	5	8	10	8	4	10	10	7	1	
5	7	7	6	6	3	4	7	5	2	6	2	
6	4	6	3	5	2	2	6	3	7	4	8	
9	10	8	1	6	4	4	8	4	3	4	5	
2	8	1	4	7	2	8	10	3	10	5	7	
8	8	6	7	3	1	1	1	9	10	3	8	
9	10	4	7	7	4	9	4	3	1	4	5	
4	4	7	5	9	10	1	10	1	5	9	1	
5	2	4	8	5	9	3	6	2	5	4	8	
6	6	10	2	5	4	9	4	10	4	3	8	
8	7	1	2	7	7	5	2	4	3	5	3	
5	7	6	5	4	8	8	4	4	8	4	2	
6	5	9	8	4	10	6	8	8	10	1	10	
2	2	5	3	10	8	3	9	1	2	7	5	
9	10	2	8	3	1	1	10	6	2	10	2	
4	5	4	2	10	10	2	1	2	7	7	9	
1	4	10	10	2	1	7	6	1	2	9	9	
1	1	3	8	5	9	6	9	2	7	1	2	
2	9	3	6	6	1	7	1	6	6	5	6	
10	10	10	10	4	7	8	10	8	3	3	9	
2	3	2	1	10	8	9	9	5	10	7	5	
10	3	5	9	10	6	6	10	4	7	2	3	
4	1	9	7	10	3	8	7	4	2	4	2	
4	9	1	5	9	5	6	10	5	5	8	5	
9	1	9	7	1	4	5	4	1	8	4	9	
10	9	1	3	1	1	5	1	2	5	6	1	
2	3	8	9	3	9	7	5	10	7	7	6	
8	3	5	8	4	5	7	8	8	5	6	9	
8	4	1	9	8	1	5	9	3	6	1	7	
2	3	10	5	5	2	2	4	9	2	9	4	
3	8	9	1	3	10	3	3	2	6	6	1	
7	6	6	1	6	2	5	5	3	1	7	6	
6	4	7	2	8	8	3	7	3	1	8	10	
10	5	1	6	7	8	5	7	8	5	10	2	
3	5	7	4	7	1	6	8	1	9	7	8	
4	9	3	2	4	10	10	10	8	6	3	9	
10	7	9	10	9	5	5	10	7	9	2	9	
4	7	10	7	1	10	8	7	5	1	8	5	
6	1	2	5	8	10	3	2	10	1	8	5	
6	10	2	6	6	6	1	9	9	8	1	10	
4	5	10	2	3	7	8	1	3	4	5	3	
8	4	3	9	3	8	9	2	8	2	2	2	
9	7	6	1	4	3	8	2	2	5	4	5	
4	9	4	3	4	6	8	1	2	9	2	4	
8	9	4	4	5	10	6	8	10	7	5	2	
8	3	10	1	7	10	8	7	1	2	2	7	
7	3	5	6	3	3	10	3	4	3	3	5	
7	7	6	5	6	4	9	3	7	3	8	1	
3	8	6	7	10	5	6	7	7	1	9	4	
8	4	8	2	2	7	5	6	10	10	5	1	
10	4	10	5	8	3	1	6	6	5	10	4	
5	8	6	6	2	1	1	3	8	1	5	1	
6	7	2	4	9	5	1	5	1	9	10	9	
1	10	6	10	1	10	5	5	5	6	1	10	
5	7	9	9	4	5	9	8	7	9	4	9	
10	6	7	8	4	8	4	10	5	2	8	7	
10	4	5	9	9	6	4	5	1	10	5	1	
3	2	9	7	7	4	5	2	9	6	9	7	
6	10	3	1	8	3	7	2	9	1	1	1	
1	6	8	7	4	4	8	3	7	1	8	4	
8	7	1	1	5	5	8	8	3	5	2	10	
4	7	4	3	10	3	4	7	1	6	9	1	
3	4	1	4	7	9	6	2	2	3	9	6	
4	10	6	2	7	8	2	5	4	1	7	2	
7	8	1	5	4	7	9	4	5	4	8	9	
3	9	3	6	5	10	9	7	1	10	9	10	
2	3	10	5	5	9	3	8	7	2	7	9	
2	6	8	1	2	4	9	8	9	2	1	3	
4	9	1	4	1	8	5	6	6	9	5	6	
8	8	4	5	6	7	7	5	8	9	4	4	
6	1	2	10	3	3	6	4	2	8	7	1	
4	3	9	5	8	3	4	8	9	6	3	1	
6	9	6	6	7	6	3	1	1	9	7	7	
2	4	9	8	9	5	6	10	7	1	8	9	
3	10	1	2	6	5	5	10	2	9	3	7	
9	8	1	1	8	1	5	7	9	9	5	6	
4	1	1	6	1	6	9	7	7	3	10	5	
4	3	9	1	1	6	1	2	6	1	5	2	
8	4	7	1	1	5	2	7	6	2	8	2	
2	5	9	3	4	8	3	1	9	10	9	1	
9	5	9	4	7	4	10	4	6	9	2	6	
6	10	2	8	4	6	7	10	10	6	6	10	
1	9	5	7	4	8	6	6	9	10	3	1	
3	7	5	3	5	5	8	6	1	10	9	2	
4	6	4	9	2	5	7	6	1	7	4	4	
3	2	10	7	4	6	4	6	7	8	7	5	
9	9	8	10	10	8	8	3	2	3	4	3	
1	5	2	9	8	1	4	6	7	5	5	1	
6	5	10	8	8	10	1	6	8	8	8	1	
4	3	8	6	8	10	3	4	8	10	1	9	
4	3	8	5	8	10	2	10	8	2	10	6	
7	5	3	8	9	10	8	5	2	8	7	5	
8	7	3	7	5	2	2	2	8	1	5	3	
7	7	3	1	3	8	9	10	4	6	1	10	
5	6	8	6	7	10	4	10	2	8	8	5	
3	4	9	10	2	6	7	10	9	5	4	3	
5	4	4	2	3	7	7	7	5	3	1	10	
5	2	7	9	5	4	5	8	5	9	3	8	
6	9	8	7	8	3	4	5	3	4	3	7	
8	7	1	5	3	7	5	6	8	2	3	9	

Setup times between family, where [f][f] represents initial setup time
On machine	1
6	39	22	28	40	33	10	7	43	15	27	48	21	9	39	29	42	11	13	39	19	13	31	34	1	31	4	21	44	12	
5	6	39	33	32	26	43	25	28	41	50	37	21	34	33	10	22	31	45	40	23	39	13	48	47	31	48	40	46	38	
33	30	46	9	45	34	32	46	37	25	8	22	27	1	48	39	15	28	41	15	25	34	31	50	17	22	19	33	16	36	
49	27	44	4	37	33	1	23	22	5	5	45	7	13	12	44	48	40	9	40	39	5	15	48	8	19	7	4	19	39	
38	36	34	50	9	2	20	48	40	15	41	40	16	16	2	30	40	25	49	43	39	27	47	37	9	21	46	46	21	15	
29	15	50	17	42	6	31	7	49	1	17	11	15	32	14	6	19	10	37	16	1	40	10	49	30	45	24	40	47	36	
22	45	9	8	33	4	8	20	1	36	19	1	50	35	7	9	49	17	30	50	22	41	7	41	10	22	13	35	29	27	
36	10	14	4	48	2	28	2	2	4	20	35	6	48	43	46	26	19	41	1	26	41	13	12	50	11	37	37	39	39	
31	21	39	38	47	29	19	1	21	36	12	36	30	4	6	30	11	45	8	18	11	25	23	17	5	40	49	18	2	11	
30	17	44	32	9	11	23	9	44	26	21	23	24	3	33	41	45	18	28	49	43	4	28	13	16	21	7	20	30	46	
16	20	7	40	41	6	50	23	34	24	27	2	9	23	48	35	24	11	46	1	26	37	2	19	30	32	34	39	42	13	
24	19	37	48	19	32	3	49	9	6	46	38	27	32	21	21	7	1	7	29	23	34	35	7	27	27	19	46	27	42	
34	2	19	22	2	48	13	21	50	23	1	14	15	11	29	12	42	49	45	24	38	43	47	24	38	32	47	44	33	29	
22	45	35	48	46	33	37	3	14	49	13	26	49	8	10	12	22	27	47	13	29	12	21	12	26	21	35	45	3	14	
38	6	26	49	36	41	9	34	50	14	2	36	36	41	44	4	25	8	4	49	24	2	19	18	25	31	27	17	35	45	
24	14	7	27	13	13	1	46	16	4	1	22	39	21	12	33	33	32	37	16	32	36	49	42	9	1	7	18	50	6	
9	18	6	3	40	37	29	20	45	33	46	25	48	35	11	10	48	4	20	50	41	28	1	47	13	44	16	44	25	42	
9	44	9	1	34	42	45	8	30	16	6	15	35	13	15	7	38	21	27	50	20	47	6	36	29	10	35	18	26	32	
19	19	9	11	21	12	9	12	4	43	9	11	47	29	45	20	13	14	46	6	7	35	47	11	25	37	45	37	13	19	
13	13	16	3	46	21	9	6	4	14	12	20	7	26	31	47	16	4	23	43	17	25	12	28	19	44	22	9	39	30	
22	41	44	5	40	7	50	36	5	35	32	10	40	20	41	2	22	4	49	14	31	17	5	1	18	33	42	43	44	35	
31	45	12	34	36	45	36	7	17	7	20	20	15	2	27	42	36	25	3	44	17	44	48	33	36	10	8	30	30	26	
15	42	17	41	30	50	3	42	16	41	7	34	35	46	27	21	44	19	10	34	8	48	39	12	16	11	32	35	5	28	
50	26	24	9	36	27	37	22	38	31	22	28	36	50	32	24	45	25	27	47	45	36	26	26	2	27	49	49	22	6	
17	13	32	50	37	13	6	22	22	14	30	33	45	25	38	48	50	48	8	29	28	4	24	18	1	49	22	1	1	20	
49	25	29	30	5	20	5	28	13	48	9	21	16	34	46	37	43	47	24	3	24	6	50	48	36	34	26	36	20	15	
36	40	4	13	33	18	38	21	17	13	14	7	44	27	6	10	6	10	16	25	6	42	6	32	7	35	25	1	25	6	
17	13	45	33	27	35	26	37	38	23	38	18	50	33	11	15	25	37	23	34	44	39	19	46	47	40	1	48	49	5	
8	20	20	3	47	40	28	12	50	27	42	5	27	46	43	44	3	26	38	25	27	35	10	7	22	31	35	6	10	6	
12	35	25	37	43	7	46	20	5	5	16	6	22	30	37	24	28	44	20	36	2	49	7	49	33	13	40	50	29	11	
On machine	2
4	43	29	14	35	32	3	45	32	47	29	13	12	12	36	21	48	36	21	38	6	15	24	46	50	23	13	1	50	34	
46	49	22	6	44	43	11	15	46	12	12	4	35	41	37	49	44	38	7	18	45	1	2	36	25	11	28	31	1	35	
25	46	20	47	6	37	16	40	16	28	6	3	9	48	8	14	32	21	23	17	37	44	26	49	11	29	21	11	30	40	
20	47	50	1	43	30	17	37	17	10	41	33	6	19	39	29	32	18	38	14	4	11	11	24	6	22	33	15	28	11	
3	40	12	11	22	35	31	9	4	46	17	15	38	28	31	36	32	17	50	19	36	36	42	37	30	13	4	38	32	16	
19	27	10	21	18	20	28	4	41	49	33	28	40	23	13	7	44	29	31	48	9	30	17	38	7	37	30	11	39	3	
15	15	34	5	25	28	49	21	2	26	48	7	26	22	10	17	24	33	6	49	49	28	1	38	24	48	12	13	33	4	
31	16	20	38	50	7	41	20	17	35	50	23	21	39	18	20	21	25	43	5	16	49	41	36	17	46	31	19	2	3	
6	18	5	16	24	15	18	24	27	32	33	37	31	46	33	32	11	29	43	7	43	40	38	11	29	50	1	23	48	42	
10	48	11	9	34	42	2	37	34	10	41	29	26	34	13	8	36	42	6	15	11	7	23	18	46	32	19	18	9	21	
13	20	15	11	42	13	12	14	49	46	29	19	2	41	9	21	35	32	35	29	45	46	1	41	38	25	25	36	44	25	
37	36	10	8	6	12	47	18	20	16	29	10	17	29	15	21	38	26	19	47	12	23	44	20	20	17	17	50	49	41	
20	18	7	19	4	38	28	1	34	40	7	38	8	20	48	24	5	8	49	34	46	35	43	44	49	41	33	27	39	30	
43	48	18	14	50	44	7	44	46	29	47	18	34	19	1	14	47	2	12	31	33	44	37	40	4	40	38	40	10	4	
3	25	36	33	29	35	38	25	13	1	39	10	21	23	28	33	42	34	29	3	7	33	41	15	21	2	34	49	13	46	
32	50	49	12	20	14	2	27	46	22	10	45	9	2	28	44	24	35	45	2	48	16	24	28	26	50	50	38	40	6	
24	12	9	49	34	17	37	9	7	42	6	25	13	33	44	17	31	22	25	19	45	22	47	43	33	45	36	29	31	39	
50	40	21	37	46	34	9	9	24	18	18	13	2	4	8	22	37	3	18	24	33	8	34	24	9	25	20	39	28	32	
41	15	3	20	14	11	37	42	26	32	7	46	2	4	22	7	28	34	2	19	14	49	34	22	29	19	36	23	21	22	
25	46	40	50	44	36	23	7	16	36	26	34	29	14	49	24	16	29	45	33	19	42	42	40	21	33	38	22	10	49	
39	20	30	24	44	38	9	15	36	33	35	34	48	16	26	21	9	21	31	50	3	48	36	14	14	3	32	21	39	50	
31	43	28	2	21	11	2	46	4	49	42	23	16	40	50	4	18	33	14	9	17	13	3	39	45	19	34	13	33	15	
41	6	2	44	44	5	47	19	13	21	15	13	6	44	23	18	19	44	42	19	6	23	39	47	9	7	40	20	20	31	
39	5	20	37	38	23	46	3	19	13	32	21	42	12	34	3	32	45	6	2	48	33	7	41	8	2	15	30	33	14	
18	36	31	42	17	10	28	27	16	35	35	22	5	9	24	9	20	24	7	10	19	35	6	48	33	44	34	12	17	21	
16	6	38	15	43	23	44	24	37	14	50	49	45	33	16	17	42	23	27	29	37	18	30	49	29	11	30	15	23	6	
25	20	44	29	40	50	13	38	9	41	6	23	18	7	14	10	5	34	34	35	24	50	19	25	24	23	5	10	33	13	
14	44	8	25	42	31	17	3	38	24	5	42	31	43	14	15	30	11	4	41	1	50	27	40	22	48	42	28	31	10	
9	19	17	4	50	22	29	28	48	21	49	14	47	49	45	23	18	46	38	43	5	39	42	35	22	24	13	12	40	48	
12	29	47	4	19	30	46	15	11	24	41	7	7	36	9	18	24	15	3	24	49	43	23	27	47	45	16	14	3	41	
On machine	3
39	7	47	22	24	22	25	39	1	37	37	46	44	13	41	36	44	6	1	36	49	3	44	9	42	24	36	39	2	32	
8	49	2	45	41	26	27	45	42	11	26	34	5	3	8	31	13	22	1	9	35	43	29	5	37	17	6	45	46	35	
41	32	34	30	23	2	9	2	8	48	18	23	29	31	1	32	36	45	15	38	7	30	31	42	31	39	33	48	12	13	
34	24	32	7	34	10	44	47	40	32	48	34	29	22	48	20	24	12	35	19	37	24	13	20	44	40	10	36	32	11	
2	10	47	8	23	46	14	28	44	31	18	47	40	16	7	41	13	39	5	38	28	9	2	36	31	31	42	47	28	9	
50	10	39	23	13	33	25	24	46	27	4	28	13	45	42	36	16	46	30	1	14	13	6	12	10	34	35	32	34	41	
9	35	28	44	11	18	14	11	48	19	33	34	12	11	42	8	37	47	13	8	34	9	10	48	31	12	38	25	43	3	
39	41	42	29	25	27	46	6	49	16	17	22	9	36	24	22	24	35	48	6	38	22	28	43	45	29	22	11	10	29	
3	26	41	7	24	44	5	24	30	49	27	3	19	30	27	43	26	24	48	15	49	39	8	26	30	44	28	21	25	23	
4	32	32	34	15	41	12	23	22	49	1	9	42	2	37	9	33	36	19	6	5	37	38	13	13	26	11	45	36	27	
46	35	14	48	45	10	25	41	44	29	1	38	34	34	24	37	29	6	25	21	11	6	50	15	18	43	15	45	48	42	
29	25	49	50	50	38	13	21	6	44	15	24	13	31	23	28	38	6	46	10	1	17	16	22	14	39	34	43	32	33	
29	17	37	25	21	16	8	24	10	45	44	26	31	36	43	15	1	44	12	25	18	38	30	2	18	38	34	5	8	36	
19	30	44	38	45	49	32	38	31	23	29	12	35	21	35	14	13	6	11	37	5	18	47	33	36	4	7	26	7	43	
17	10	39	6	32	48	15	35	27	33	32	19	36	47	45	16	32	11	34	48	22	8	26	6	12	1	8	22	49	7	
44	38	12	9	27	36	12	28	45	38	48	1	28	31	14	32	25	40	48	7	29	43	44	7	11	12	40	36	35	45	
47	30	24	1	5	38	28	13	38	42	23	26	12	30	18	39	29	29	11	11	32	5	20	2	45	38	4	21	10	30	
24	34	10	20	29	13	17	48	13	11	4	40	40	32	27	47	3	48	46	9	18	23	29	21	36	12	27	16	50	33	
14	45	13	44	6	15	14	33	49	43	20	30	7	28	46	43	9	35	41	13	49	18	12	15	30	49	27	25	1	37	
50	24	49	17	36	29	23	43	23	40	21	35	9	48	27	38	21	24	16	19	24	42	26	23	7	25	7	43	14	25	
7	22	1	2	4	22	46	48	8	2	3	5	6	49	6	19	15	1	19	40	31	17	50	37	18	40	19	28	46	40	
9	46	10	37	36	5	3	6	27	21	31	24	46	4	15	10	22	10	34	30	8	37	36	32	35	12	21	8	13	11	
26	15	28	24	39	9	44	35	44	48	3	26	1	19	43	5	49	3	14	44	30	31	14	1	4	8	24	18	32	41	
35	16	10	14	8	43	33	7	30	9	12	44	28	43	46	10	40	16	32	39	31	42	17	48	23	50	33	9	13	31	
23	24	40	20	45	26	4	40	18	50	46	41	9	48	50	6	7	29	28	19	6	10	21	42	39	45	38	42	29	23	
26	28	14	11	12	14	9	46	32	21	18	18	34	43	2	49	48	35	32	44	27	36	12	12	8	15	4	14	13	9	
29	27	50	49	1	32	19	40	40	15	20	36	39	33	34	25	19	32	19	11	34	27	20	5	49	50	8	37	15	15	
32	15	10	37	23	48	21	39	5	22	28	26	6	37	10	39	35	33	49	40	5	11	17	25	49	12	37	9	46	8	
47	49	13	45	46	8	37	41	38	34	5	39	50	43	25	1	7	8	10	48	1	35	14	12	33	50	43	5	48	28	
10	5	14	3	36	43	1	11	18	33	31	7	5	26	50	30	46	35	49	26	18	21	40	38	38	40	9	38	44	32	
On machine	4
9	19	42	30	21	8	15	23	34	9	36	45	13	15	30	20	3	48	38	4	6	26	48	2	36	26	21	2	37	32	
37	35	40	21	45	8	32	5	38	4	30	11	16	6	24	45	36	3	6	23	6	43	25	48	23	40	31	33	11	13	
3	20	42	17	13	31	27	28	4	6	26	32	10	29	35	46	40	12	15	4	15	30	5	18	2	25	20	30	17	7	
12	9	27	13	7	42	7	48	3	22	50	9	22	38	14	34	15	18	24	6	45	21	50	26	44	20	13	22	32	2	
50	41	19	4	21	36	49	50	36	33	48	27	46	12	2	39	26	33	3	28	3	12	7	3	17	27	7	20	40	17	
24	14	47	12	9	49	12	14	28	38	5	12	43	30	21	48	40	4	34	32	33	7	37	12	26	43	39	21	16	30	
13	15	30	16	46	27	25	10	10	32	8	2	1	36	32	35	33	49	16	15	4	9	47	22	33	32	7	43	1	40	
15	19	16	15	38	10	38	9	28	7	5	37	14	38	32	5	25	25	13	27	7	41	3	32	36	31	1	25	14	21	
23	7	32	6	43	7	38	8	17	4	19	35	21	35	37	35	34	50	31	35	18	6	16	18	17	37	27	13	6	6	
25	35	5	36	41	1	23	5	37	23	34	32	36	9	7	44	14	47	39	48	25	20	36	4	48	6	48	37	22	38	
44	27	22	26	42	12	6	5	25	46	26	20	11	11	39	35	28	28	38	12	29	45	20	25	3	38	15	6	38	33	
22	28	7	3	41	19	22	24	10	42	45	47	1	28	27	45	24	39	38	3	47	20	11	41	33	46	13	34	6	9	
24	24	48	42	32	42	30	47	46	2	29	48	35	50	38	44	23	7	50	24	33	6	17	4	41	38	44	5	39	19	
16	17	19	30	34	48	14	45	49	1	28	23	45	22	42	17	26	24	46	4	19	43	12	1	27	19	30	47	20	7	
7	22	4	30	17	14	25	28	34	6	44	17	28	8	48	1	4	35	43	12	4	49	50	13	39	17	30	31	24	39	
18	19	41	34	41	31	31	45	14	19	28	47	32	49	9	28	46	21	30	29	24	29	20	7	47	14	25	20	23	39	
47	12	45	31	39	6	33	13	32	28	36	35	45	24	35	16	17	9	31	2	6	2	35	34	12	43	22	48	1	18	
7	43	33	3	46	21	25	45	27	25	34	17	1	41	22	44	25	47	35	3	31	48	38	5	1	11	23	31	30	41	
5	12	39	19	46	37	5	2	1	17	30	10	29	31	25	9	6	43	30	22	21	48	50	30	31	13	44	18	44	20	
