1	2	9	10	1	10	6	2	4	5	9	7	4	3	6	7	7	5	5	8	9	7	8	1	9	5	7	8	5	6	5	7	3	4	10	9	9	8	2	5	8	7	6	8	1	10	10	8	7	9	
3	5	3	4	8	2	5	4	7	3	7	6	3	6	1	6	3	9	9	4	9	1	5	7	5	1	4	7	6	8	6	7	7	5	10	8	2	4	1	3	7	9	1	4	6	1	6	9	3	5	
1	7	7	3	7	4	6	1	9	3	3	4	2	5	6	7	9	4	9	8	4	4	8	10	4	10	2	1	4	1	5	8	7	2	3	7	3	4	9	5	5	6	2	10	1	7	9	3	3	4	
4	10	3	5	7	3	1	6	9	5	2	1	10	6	4	9	4	8	6	4	7	10	8	2	8	5	5	10	4	8	3	5	6	6	2	1	6	7	7	2	9	2	3	7	7	5	7	8	2	9	
9	1	1	2	8	10	9	9	1	3	7	1	3	3	3	1	3	5	1	1	4	10	3	4	10	7	2	1	2	8	8	9	4	3	9	8	4	8	3	8	9	5	2	8	7	10	2	2	7	7	
7	9	6	8	2	6	10	2	7	10	7	3	1	6	2	2	9	5	5	5	3	4	10	10	9	9	10	9	4	4	5	3	1	4	6	7	7	3	5	10	3	7	10	9	8	10	1	6	6	5	
5	2	5	7	9	5	9	6	5	6	1	7	4	9	10	8	5	5	6	6	8	10	7	5	7	2	2	10	8	9	6	2	3	3	4	10	10	4	7	10	9	10	7	8	5	4	9	8	7	8	
10	5	3	8	2	3	7	3	9	9	3	1	3	3	8	10	1	3	7	7	10	3	2	2	6	1	8	7	8	10	3	1	7	2	2	3	6	2	2	2	9	9	9	10	3	9	4	3	2	10	
9	6	9	7	10	5	2	10	6	7	9	5	6	1	10	8	9	1	6	2	8	5	8	5	10	8	1	5	10	7	10	3	1	4	9	2	9	7	7	3	6	6	5	4	1	8	2	5	2	2	
7	3	3	4	6	7	8	2	8	4	6	2	3	9	10	6	3	4	1	3	10	3	2	9	7	4	10	6	5	10	10	5	2	3	8	5	5	1	3	9	8	3	8	1	6	2	4	1	5	2	
5	6	1	5	8	3	8	7	2	2	2	4	7	7	1	4	6	7	8	4	6	9	4	1	1	1	2	4	4	3	2	6	5	9	10	4	7	1	10	10	2	2	7	2	2	1	10	4	2	6	
3	8	5	10	9	6	9	6	4	10	7	10	4	3	10	10	9	6	8	9	1	3	2	1	8	10	7	4	9	10	6	9	3	4	6	3	10	5	10	6	10	9	3	6	9	5	1	10	10	8	
6	6	7	10	6	6	7	8	1	4	5	9	4	5	5	10	1	8	6	5	5	1	6	8	10	10	10	1	9	10	2	1	5	4	8	10	7	9	7	7	1	3	5	3	6	4	2	9	5	1	
8	5	9	5	10	10	4	3	3	1	4	4	7	1	7	4	3	3	10	3	1	10	8	4	5	7	4	1	5	10	10	8	2	1	10	7	9	1	3	7	3	1	9	4	4	5	9	6	9	10	
5	5	7	10	7	1	9	1	3	3	7	10	2	2	5	8	2	3	5	9	9	4	5	8	10	4	2	2	9	3	8	6	6	5	3	4	7	5	9	10	7	1	7	4	9	7	10	8	7	2	
8	3	10	1	9	10	10	8	7	5	3	2	6	2	4	1	3	8	9	5	2	3	9	6	7	6	4	10	1	6	7	7	1	4	5	2	2	7	6	10	7	2	8	3	4	2	6	7	4	8	
4	5	3	7	10	3	4	3	7	8	2	7	1	6	6	3	4	3	5	3	8	2	4	6	7	5	9	1	10	9	8	5	10	7	3	8	7	6	4	4	10	2	7	1	10	3	10	6	9	3	
4	6	10	4	6	2	7	7	2	8	6	4	6	3	2	3	6	9	5	7	6	2	2	4	4	7	5	3	3	9	9	3	8	4	8	10	8	2	3	10	5	5	3	1	6	8	9	8	3	6	
2	7	4	7	7	8	8	3	5	3	1	5	4	7	10	4	9	7	2	8	2	4	9	1	7	3	8	9	6	4	6	3	4	6	9	4	9	8	5	3	3	5	2	7	8	3	10	9	2	8	
10	9	4	9	5	2	1	5	6	1	5	1	1	6	8	9	7	1	4	5	10	8	2	1	5	1	10	5	6	9	3	3	10	5	2	8	4	1	5	7	3	1	7	10	9	9	5	10	10	8	
6	2	4	3	4	8	2	8	1	9	7	4	4	7	1	2	9	1	1	2	10	9	3	7	8	10	7	8	1	2	8	1	3	6	4	4	7	5	6	6	4	2	2	1	6	10	1	2	2	10	
6	7	9	9	6	7	4	6	4	9	1	9	7	4	10	4	9	9	3	8	4	10	2	6	8	9	3	10	9	4	4	8	6	3	4	1	3	2	4	8	1	3	3	1	2	1	9	5	4	5	
7	1	5	1	7	2	5	5	1	8	6	4	9	6	5	9	9	4	6	5	7	7	2	9	7	8	6	1	6	3	3	4	6	4	10	5	4	3	7	3	1	8	9	9	6	10	10	9	9	8	
10	4	8	5	8	2	9	3	5	5	7	6	1	9	6	1	7	9	2	3	4	4	3	8	7	1	10	7	6	7	8	10	1	8	5	6	6	9	6	7	10	5	7	8	4	6	10	5	8	7	
2	8	4	7	8	5	7	10	2	8	4	6	10	2	9	10	5	1	8	6	1	6	4	5	5	5	6	10	10	10	5	8	5	8	6	4	1	6	5	6	7	5	9	2	6	6	4	7	3	2	
4	1	7	2	6	2	8	5	7	9	9	2	8	7	1	8	9	4	1	6	4	9	10	2	8	4	4	4	5	2	5	5	8	2	3	2	6	4	2	3	6	5	3	10	3	8	7	2	7	3	
3	1	4	2	2	10	6	9	9	7	7	4	10	3	7	9	3	5	4	8	1	3	4	3	7	1	9	7	3	10	4	3	9	10	8	7	6	3	7	4	3	10	10	10	6	7	10	3	7	4	
1	6	9	3	4	6	5	2	10	8	7	9	8	9	2	3	7	7	8	7	9	10	1	4	2	1	4	3	10	5	6	6	5	4	8	3	9	3	10	6	1	10	2	9	7	2	8	3	8	7	
6	4	2	5	6	1	1	6	9	3	2	6	1	8	9	10	3	5	10	2	6	8	6	2	5	3	10	2	7	4	9	3	5	6	4	5	2	3	6	5	6	5	1	6	5	9	3	2	4	3	
4	1	8	8	6	4	3	2	8	5	9	3	5	1	5	8	7	8	8	7	9	4	2	7	3	10	8	7	1	10	7	2	6	3	7	5	10	5	4	2	5	8	6	5	5	8	3	6	3	10	
4	7	9	2	5	5	5	9	5	2	8	5	7	10	9	1	5	10	1	4	10	5	8	6	8	9	1	6	1	9	5	3	6	1	6	8	8	1	1	1	9	1	1	10	10	10	5	5	5	5	
10	8	9	8	3	6	9	4	2	5	1	5	6	2	9	7	4	10	5	7	2	4	10	4	6	2	5	4	4	1	4	3	8	1	8	5	1	9	1	8	5	8	9	1	9	4	10	5	9	4	
7	5	6	2	4	4	4	2	6	2	6	9	5	8	10	7	9	9	4	3	3	3	4	6	9	10	10	5	6	6	6	3	1	3	5	1	9	6	4	4	5	2	10	8	7	6	6	8	1	6	
1	6	9	7	7	6	2	6	6	1	3	2	4	5	5	6	10	5	8	1	8	2	3	8	5	10	8	1	5	7	3	10	7	2	7	4	4	5	2	7	1	9	4	4	5	3	1	9	10	10	
4	8	1	5	10	10	2	7	4	1	2	4	9	3	8	5	3	8	10	5	4	7	8	7	4	3	1	1	8	3	5	1	1	4	5	10	9	4	6	7	1	2	8	2	10	3	4	4	5	9	
7	10	1	3	3	5	2	4	8	2	6	7	9	10	10	1	10	3	5	6	10	2	10	2	3	7	4	1	2	4	2	1	3	1	9	9	10	4	8	9	8	7	9	6	6	3	1	5	3	2	
10	6	3	3	5	10	10	6	9	8	7	2	10	2	7	6	3	3	5	6	2	3	7	1	2	2	3	1	9	6	10	9	10	8	9	5	8	3	6	5	8	7	7	8	1	3	1	7	4	7	
9	5	1	6	4	5	7	8	3	1	8	3	7	10	1	7	8	9	9	1	1	4	6	5	3	2	2	2	9	10	3	6	8	3	4	8	1	3	10	3	8	8	10	6	8	4	5	8	1	1	
3	10	8	10	9	9	5	9	5	3	7	1	2	8	7	9	1	3	6	8	1	3	1	8	6	1	4	4	1	3	1	3	2	1	3	6	8	2	7	1	7	6	2	9	5	8	4	10	3	2	
3	10	8	4	4	4	7	6	9	3	1	1	3	4	7	9	4	3	5	6	8	5	8	10	7	1	1	5	10	2	4	7	3	10	10	9	8	10	8	10	7	9	1	4	2	5	10	6	4	4	
2	1	1	7	10	2	4	6	6	6	4	1	2	1	2	6	6	6	3	10	3	2	5	5	6	6	4	3	2	2	3	5	10	4	3	10	9	7	2	1	3	9	8	3	3	4	4	1	7	5	
1	5	5	5	8	7	3	5	7	8	7	10	8	5	4	4	3	7	5	2	5	7	2	6	8	5	7	4	5	1	1	6	6	6	4	3	6	1	6	10	9	6	3	1	9	1	7	4	6	7	
9	10	8	9	10	2	8	10	6	1	8	6	5	1	1	4	7	2	5	9	10	9	6	3	7	9	4	2	1	10	2	2	4	7	8	4	2	7	5	9	1	10	8	1	2	7	10	6	5	2	
7	5	7	5	4	1	3	6	2	7	7	8	2	9	7	10	8	5	5	1	4	6	4	6	8	3	4	6	2	5	6	9	9	6	2	7	8	9	3	2	10	1	8	7	8	4	1	4	4	9	
2	5	6	5	10	6	2	7	9	10	8	8	6	8	5	6	1	3	8	2	4	3	7	9	3	6	8	1	1	2	9	2	2	1	9	7	8	2	2	6	2	1	2	1	1	8	5	1	7	5	
8	1	7	4	1	5	7	10	9	9	10	4	7	7	2	5	10	9	10	6	9	9	3	6	9	4	5	9	5	2	7	10	8	9	1	6	6	8	2	9	1	10	3	3	8	4	10	6	10	5	
10	7	7	5	7	5	3	5	10	4	4	2	9	6	5	5	6	1	2	4	9	7	3	10	5	7	5	2	7	2	7	4	1	7	8	6	7	10	7	2	1	4	3	3	8	1	9	6	7	2	
7	8	5	3	8	8	3	3	3	1	9	10	9	10	9	10	7	9	2	10	4	4	3	8	7	5	3	7	10	9	1	9	2	6	8	7	4	8	7	6	7	6	10	7	6	5	4	5	9	9	
8	3	8	1	10	5	3	3	6	9	6	5	10	3	1	2	8	7	3	8	5	6	2	4	5	5	10	4	6	9	9	5	3	1	5	7	7	9	8	7	6	9	1	1	1	4	6	2	1	1	
8	1	4	7	6	6	7	7	1	1	4	10	1	9	10	8	4	6	6	9	4	5	10	5	3	9	9	2	5	8	4	2	5	3	10	9	9	6	7	10	9	2	9	3	9	2	9	5	5	6	
4	8	9	10	10	1	4	3	10	7	1	2	4	2	5	5	9	2	10	10	8	3	6	3	9	2	1	3	8	7	6	2	1	6	10	4	4	10	10	6	4	1	3	3	3	2	9	8	6	2	
2	5	4	2	4	9	8	6	4	5	8	8	10	3	7	10	9	9	8	9	6	5	6	10	8	4	10	8	4	1	9	7	9	3	9	8	4	4	7	3	6	10	8	10	9	9	4	10	2	8	
10	8	9	9	5	7	1	7	4	1	1	5	6	1	4	6	1	9	8	10	3	10	5	8	1	2	5	4	2	3	7	7	9	10	10	9	7	10	9	9	8	10	5	5	2	2	5	9	2	4	
3	6	6	3	5	8	1	1	4	4	2	6	10	8	10	1	6	9	6	8	2	4	8	4	4	8	10	2	2	5	6	1	1	8	3	5	7	9	6	4	6	1	9	9	6	4	7	5	9	1	
4	6	2	8	8	1	6	5	3	5	9	4	6	2	10	3	8	10	2	10	6	4	8	9	3	9	6	5	8	1	10	2	7	4	4	3	4	5	3	3	1	10	1	7	5	4	6	10	6	4	
2	9	8	10	5	2	6	4	6	3	7	9	5	1	8	8	6	4	10	5	3	2	8	10	10	3	1	9	8	4	1	8	2	10	4	3	8	1	8	1	7	9	2	10	3	4	1	3	8	6	
9	10	7	2	10	7	3	6	7	9	4	5	1	10	1	8	5	2	3	3	2	8	5	5	8	5	7	8	3	3	6	4	5	2	6	4	7	7	4	2	7	3	1	10	10	9	2	3	1	5	
6	2	8	7	2	1	1	9	4	5	4	1	1	6	1	6	1	10	6	8	6	7	2	1	8	7	3	3	9	5	5	3	8	8	9	5	3	6	3	8	3	10	2	9	6	7	7	2	3	1	
10	6	4	3	7	6	5	4	10	7	8	6	9	3	1	7	7	7	6	8	9	3	7	5	4	1	5	4	8	2	4	7	7	5	2	4	3	5	9	5	3	1	5	7	1	9	4	3	4	3	
4	7	7	5	3	7	3	7	6	4	10	7	2	6	8	3	3	2	6	8	10	5	2	3	5	4	6	6	3	4	2	5	6	6	4	5	7	2	8	1	3	8	4	6	8	8	9	10	4	2	
4	5	1	9	10	1	10	1	2	5	5	9	8	4	6	7	10	9	6	6	2	5	4	5	8	4	2	6	6	1	3	3	3	7	5	7	7	6	6	3	10	1	9	6	2	5	6	2	8	6	
10	9	10	10	1	8	8	9	8	9	9	1	1	9	6	4	6	9	1	8	1	8	3	10	7	2	2	7	10	1	10	8	3	3	6	2	4	9	5	3	9	9	7	4	10	7	2	6	6	2	
4	9	2	5	8	6	3	4	10	3	4	10	8	7	8	2	6	1	7	4	2	7	10	10	2	6	3	10	5	3	10	4	2	6	6	10	8	1	8	8	9	10	5	2	2	5	10	1	6	3	
5	3	8	4	8	10	7	5	9	6	2	2	4	5	4	2	6	6	1	2	8	8	2	10	1	3	9	4	8	8	2	7	2	3	2	5	6	9	3	8	7	4	6	1	7	6	9	4	10	9	
6	6	10	5	8	8	5	7	9	2	10	8	7	6	9	6	3	5	9	9	8	5	2	4	8	6	10	7	10	5	2	7	3	6	2	7	8	5	6	10	8	2	8	5	9	6	7	1	7	7	
3	3	4	3	5	6	8	10	3	4	10	2	10	8	6	5	8	10	8	10	6	2	1	9	2	6	1	8	9	2	5	8	9	10	7	8	5	4	6	6	10	9	1	6	3	4	10	1	5	5	
9	7	10	3	3	10	3	2	7	3	1	5	7	10	3	2	9	9	7	1	7	5	9	5	5	4	7	3	3	6	6	7	9	1	4	1	1	5	4	10	9	5	8	3	8	4	7	2	3	1	
3	8	3	7	2	10	1	8	1	3	4	4	9	2	7	3	2	6	3	4	7	2	10	6	10	7	10	7	9	9	9	7	8	2	8	4	5	2	10	6	2	10	8	6	6	3	10	5	9	3	
8	4	1	2	3	9	9	9	10	8	2	5	2	7	10	2	2	5	5	7	9	6	4	3	7	9	2	4	7	1	8	4	7	8	2	1	10	2	8	6	10	3	4	10	7	9	7	4	2	2	
7	2	7	8	8	3	6	10	4	2	6	4	9	5	8	4	3	4	3	7	4	8	3	4	2	9	7	2	6	6	9	7	1	1	1	4	1	3	5	6	4	2	6	10	3	2	4	7	2	3	
4	6	6	1	7	10	2	10	4	10	4	3	3	4	6	5	5	2	10	10	1	8	5	9	8	8	7	6	6	9	2	8	1	7	6	4	7	3	1	5	3	6	9	2	8	6	9	8	10	5	
8	2	1	10	9	5	5	4	1	10	6	1	9	9	3	5	8	9	1	6	5	5	6	3	8	6	4	2	5	1	4	5	4	3	5	2	2	8	2	7	4	6	7	7	4	6	3	9	4	1	
10	4	2	9	6	4	3	4	3	8	1	5	6	5	2	10	3	7	8	7	2	4	6	4	3	1	7	1	6	1	10	6	3	8	5	10	6	1	5	5	9	7	1	10	6	7	8	5	10	9	
10	6	9	2	8	10	9	8	9	7	1	6	7	9	8	7	9	1	5	5	3	10	5	3	8	7	10	2	5	5	3	5	2	10	9	8	4	3	9	8	7	1	1	2	6	6	1	7	3	7	
9	4	3	7	5	9	10	7	9	5	9	6	7	6	10	5	2	10	1	8	5	7	2	10	5	2	10	6	8	8	7	7	7	7	9	9	2	2	10	1	9	1	7	9	6	8	1	10	3	5	
5	4	9	5	1	3	7	4	4	9	10	8	3	2	3	8	4	4	9	5	9	5	9	1	9	1	1	5	1	6	3	5	9	8	2	10	1	6	5	8	8	8	3	5	5	4	1	7	10	4	
4	2	9	8	2	5	1	5	10	4	2	5	3	7	6	9	3	7	9	10	6	2	1	4	1	6	3	10	7	5	4	7	3	7	10	8	10	10	5	4	7	3	10	9	5	3	2	4	2	8	
10	2	1	3	4	9	2	9	5	3	1	5	8	4	8	9	6	8	9	6	4	10	9	9	7	3	7	1	1	1	6	6	7	2	8	8	5	8	9	4	10	5	3	7	4	3	6	3	1	8	
3	4	9	5	3	2	3	10	10	5	10	8	4	6	9	4	5	1	7	3	3	6	4	2	2	3	1	1	4	1	1	8	1	3	2	10	5	10	7	5	10	10	7	1	9	5	5	10	9	3	
3	9	8	7	2	3	5	9	3	6	7	3	10	10	4	4	1	8	8	10	9	2	2	2	9	4	3	6	1	1	10	3	4	2	9	5	6	6	8	2	3	5	10	3	4	9	9	9	8	6	
2	6	2	2	2	9	10	7	5	6	6	10	1	6	6	2	6	6	2	10	1	5	9	8	2	3	2	1	7	2	10	10	7	3	9	8	8	10	8	4	10	8	9	7	9	9	9	5	7	3	
1	6	2	10	5	2	6	10	6	6	3	7	8	5	10	5	10	5	9	10	10	8	1	4	2	10	10	6	5	8	5	1	2	4	4	8	2	6	2	8	9	8	7	4	5	2	2	7	3	1	
10	4	9	3	8	5	6	9	2	9	8	7	1	9	6	2	9	4	4	7	5	3	6	4	7	2	2	3	2	2	8	1	5	9	8	1	1	7	8	3	2	5	6	2	10	1	9	4	3	6	
3	1	8	5	7	10	6	1	7	1	10	6	6	8	4	2	3	3	7	6	6	7	9	3	3	7	8	1	8	10	1	1	7	6	4	10	8	6	3	3	10	1	3	2	8	8	10	7	8	5	
8	9	1	6	5	2	8	3	7	4	4	1	5	2	6	3	2	4	6	7	5	9	3	8	5	3	9	4	4	5	3	9	7	5	1	1	8	2	10	1	10	1	4	9	9	4	10	3	3	2	
2	6	9	10	4	10	2	2	1	10	7	7	2	2	5	6	3	7	9	5	10	1	7	2	3	9	4	5	4	2	2	2	3	8	4	1	8	6	8	7	9	10	5	4	1	6	10	7	6	9	
10	7	4	10	6	8	6	6	10	2	1	6	7	8	8	2	5	5	8	4	10	3	4	8	1	6	6	9	5	2	9	2	3	2	1	6	2	1	1	8	4	6	9	1	4	10	2	3	4	4	
2	3	9	9	9	1	6	5	3	1	2	5	5	4	3	7	10	3	2	1	1	6	2	5	7	8	3	7	7	3	3	9	4	4	1	5	4	8	4	8	7	5	10	5	6	3	3	8	3	3	
10	2	10	5	6	10	6	7	6	4	2	8	6	8	1	5	10	3	8	7	1	2	1	9	4	8	6	7	5	2	8	3	10	9	5	7	7	10	10	7	6	6	1	1	6	9	2	7	5	3	
4	2	9	4	9	7	10	10	2	8	9	8	1	7	7	6	9	9	6	10	6	1	5	10	6	5	4	8	4	3	9	8	3	2	1	7	8	4	1	8	6	6	1	1	4	2	4	2	4	3	
10	6	3	8	9	7	7	1	9	10	5	9	6	1	5	10	4	6	1	9	7	8	2	7	3	2	5	9	9	9	10	6	3	2	2	7	9	1	3	1	6	8	2	1	10	1	8	8	8	5	
4	7	1	4	7	5	4	3	4	10	1	2	1	5	1	5	1	9	9	5	10	4	8	4	10	2	5	1	1	9	7	10	8	3	6	9	4	10	2	6	9	4	6	7	7	6	7	10	10	4	
1	9	6	2	1	7	5	1	5	7	6	5	10	6	6	1	6	1	8	6	3	2	1	7	4	8	10	3	6	9	7	10	10	3	4	8	3	3	8	5	10	5	1	4	5	5	6	9	6	10	
3	4	3	5	10	9	9	9	1	10	8	5	8	6	7	7	3	3	9	10	5	4	10	7	10	7	10	3	8	5	2	1	8	4	3	10	10	3	2	9	2	3	10	1	5	1	7	7	3	5	
1	7	8	5	2	7	4	2	6	4	7	3	4	3	4	3	10	3	1	4	9	3	9	2	1	9	7	1	6	9	6	8	8	1	3	2	10	4	8	3	3	10	6	3	4	4	7	7	6	1	
9	4	9	2	10	10	6	7	6	9	3	2	4	8	8	9	9	9	1	7	5	4	10	2	2	8	7	8	2	8	3	10	1	8	9	1	4	10	4	3	4	1	6	10	5	9	1	1	4	8	
7	5	8	1	10	4	8	4	8	5	4	8	10	1	5	10	8	9	2	1	1	1	8	5	1	4	9	5	1	3	3	1	4	2	5	10	4	4	4	9	6	7	9	10	9	2	5	6	10	2	
3	8	10	6	10	5	6	5	8	2	5	6	3	7	2	9	6	6	9	4	3	8	1	7	8	3	3	4	6	5	7	1	6	1	10	5	7	8	7	10	7	2	4	10	3	1	4	8	9	5	
2	4	10	5	3	10	9	4	8	5	7	7	2	1	10	2	6	2	2	5	2	6	8	4	8	3	8	6	1	5	8	9	3	6	1	3	6	7	7	9	3	4	3	7	6	6	10	3	9	9	
5	2	4	6	8	3	2	4	6	1	10	8	7	6	10	2	4	10	8	10	5	10	10	7	8	1	3	7	8	3	3	6	1	2	3	2	8	6	7	6	8	8	3	4	9	1	2	2	7	2	

Stepup times between family, where [f][f] represents initial setup time
On machine	1
41	33	5	39	15	46	16	20	21	42	15	4	39	23	2	18	4	34	37	17	
46	43	37	47	31	34	8	3	32	5	36	14	19	47	45	48	48	1	26	9	
48	17	12	43	33	31	47	4	39	5	8	27	25	32	8	36	18	6	43	2	
6	28	27	41	23	31	8	38	5	18	45	37	33	8	24	28	22	43	3	8	
49	16	11	1	44	36	25	14	15	29	36	20	42	40	46	40	37	22	33	16	
24	38	21	29	42	10	24	23	31	1	41	8	3	6	14	5	8	20	19	10	
22	44	26	42	41	34	41	45	24	2	26	23	34	26	46	9	11	44	30	45	
31	40	4	23	35	4	2	46	45	30	43	4	49	27	25	50	14	12	44	25	
49	49	31	34	27	27	17	40	10	16	10	7	16	10	48	41	22	28	20	50	
25	44	40	1	41	16	47	39	37	17	16	44	44	21	36	37	8	5	49	24	
12	5	18	31	7	8	2	11	8	41	29	28	36	19	13	14	48	6	49	12	
47	14	28	20	45	5	9	32	2	2	42	24	48	43	11	7	14	11	25	25	
20	47	50	25	35	12	32	38	48	23	16	7	8	12	32	40	40	40	28	21	
9	38	11	10	8	35	7	4	8	42	37	15	42	30	1	50	40	10	20	47	
37	37	49	20	20	8	37	6	39	47	15	15	6	19	7	12	42	23	36	7	
39	10	16	5	11	47	12	28	17	8	6	8	21	19	47	10	47	49	38	8	
20	16	32	19	21	7	21	28	13	33	43	6	28	33	1	25	47	7	14	46	
18	40	26	10	27	47	22	46	44	7	42	36	45	6	23	30	20	14	31	35	
11	43	16	49	46	44	50	11	38	31	21	19	25	42	48	33	25	13	17	26	
48	43	19	20	35	11	14	47	14	7	28	9	13	13	33	16	32	39	13	31	
On machine	2
2	36	35	46	9	36	19	14	15	32	27	11	33	15	41	11	1	30	37	46	
10	50	15	36	5	45	9	4	40	48	47	23	27	46	8	18	43	11	24	7	
47	21	37	5	4	27	1	46	45	12	38	47	5	1	14	4	34	4	35	10	
26	3	6	45	44	28	15	11	34	50	37	50	17	39	4	18	32	32	21	21	
34	3	4	15	36	29	15	20	45	19	2	19	32	18	24	47	48	46	12	43	
41	22	2	37	23	29	50	3	14	45	41	27	27	28	16	1	4	36	49	23	
33	3	48	5	35	34	26	17	47	3	6	38	3	5	35	40	3	30	50	18	
29	30	49	18	50	44	25	2	43	6	21	31	40	2	6	11	17	34	37	19	
39	11	1	26	21	29	42	7	4	29	25	35	26	16	48	8	27	38	29	27	
11	16	32	21	34	14	28	6	19	49	44	33	11	49	28	2	6	3	41	41	
5	48	27	43	36	50	12	24	42	7	25	15	44	8	30	20	36	2	33	23	
24	7	19	49	19	45	35	32	8	5	24	13	27	26	1	7	19	1	42	13	
12	25	8	44	49	27	22	25	21	25	23	29	11	16	41	35	36	32	50	49	
13	5	43	37	19	41	38	7	47	23	20	38	18	3	28	4	20	11	50	12	
25	24	11	39	9	1	23	46	49	46	23	32	45	3	34	7	16	9	22	31	
14	16	21	33	33	15	20	10	40	26	33	39	38	44	41	42	6	47	5	12	
48	17	23	36	16	45	40	43	2	3	34	35	29	29	4	3	6	42	50	11	
48	22	34	44	20	6	29	34	7	45	48	39	25	50	10	47	28	35	42	48	
24	22	41	2	32	8	16	11	46	4	47	50	10	16	17	2	5	19	26	30	
37	14	16	1	28	45	47	32	2	46	34	7	18	14	44	36	40	32	47	5	
On machine	3
45	1	8	8	43	16	27	2	17	20	20	18	14	3	39	25	15	3	3	10	
17	11	3	45	42	4	9	50	12	4	17	13	17	50	40	37	5	37	48	34	
29	42	27	13	19	10	32	14	24	41	1	30	22	7	44	48	6	8	30	20	
29	2	50	7	11	44	34	18	5	2	13	50	44	4	14	46	26	5	17	38	
42	25	14	22	46	9	40	2	27	6	15	45	23	4	32	46	40	21	48	12	
15	34	15	32	34	14	5	32	32	5	43	3	39	1	32	28	8	46	34	4	
